,words,tags
16,"['name', 'nurse', 'clinic', 'have', 'used', 'injection', 'family', 'planning', 'it', 'effective', 'works', 'well', 'many', 'women', 'safe', 'breastfeeding', 'some', 'women', 'experience', 'irregular', 'bleeding', 'less', 'frequent', 'frequent', 'periods', 'if', 'want', 'regular', 'predicatable', 'periods', 'may', 'best', 'method']",[16]
17,"['name', 'nurse', 'clinic', 'it', 'best', 'space', 'children', 'think', 'family', 'planning', 'go', 'clinic', 'there', 'many', 'options', 'choice', 'please', 'talk', 'nurse', 'family', 'planning', 'next', 'visit', 'can', 'help', 'advice']",[17]
18,"['name', 'nurse', 'clinic', 'until', 'baby', 'reaches', '3', 'months', 'always', 'bring', 'baby', 'clinic', 'hospital', 'fever', 'appretite', 'seem', 'fatigued', 'try', 'give', 'baby', 'medication', 'without', 'talking', 'nurse', 'have', 'noticed', 'anything', 'concerning', 'week']",[18]
19,"['name', 'nurse', 'clinic', 'when', 'start', 'family', 'planning', 'method', 'sometimes', 'side', 'effects', 'body', 'may', 'take', 'time', 'adjust', 'usually', 'subside', 'within', 'weeks', 'before', 'stop', 'change', 'methods', 'sure', 'talk', 'nurses', 'have', 'chosen', 'method', 'are', 'side', 'effects']",[19]
20,"['name', 'nurse', 'clinic', 'crying', 'distressing', 'parents', 'if', 'baby', 'cries', 'long', 'time', 'especially', 'late', 'afternoon', 'evening', 'may', 'colic', 'try', 'lying', 'baby', 'across', 'lap', 'tummy', 'rub', 'back', 'rocking', 'face', 'across', 'arm', 'let', 'us', 'know', 'exeprience', 'need', 'advice']",[20]
21,"['name', 'nurse', 'clinic', 'irregular', 'bleeding', 'common', 'breastfeeding', 'family', 'planning', 'methods', 'it', 'mean', 'something', 'wrong', 'do', 'concerns', 'bleeding', 'using', 'family', 'planning']",[21]
22,"['name', 'nurse', 'clinic', 'babies', 'normally', 'poo', 'per', 'day', 'go', 'often', 'if', 'baby', 'going', 'less', 'three', 'times', 'per', 'week', 'fussy', 'may', 'need', 'help', 'are', 'concerns']",[22]
23,"['name', 'nurse', 'clinic', 'sometimes', 'new', 'mothers', 'feel', 'sad', 'anxious', 'worried', 'time', 'this', 'happens', 'many', 'women', 'cause', 'crying', 'difficulty', 'sleeping', 'are', 'problems']",[23]
24,"['name', 'nurse', 'clinic', 'family', 'planning', 'methods', 'work', 'differently', 'different', 'women', 'what', 'methods', 'used', 'past', 'did', 'like', 'methods', 'do', 'plan', 'use']",[24]
25,"['name', 'nurse', 'clinic', 'your', 'baby', 'may', 'trying', 'hold', 'head', 'spend', 'minutes', 'day', 'playing', 'lay', 'stomach', 'this', 'help', 'develop', 'muscles', 'need', 'start', 'crawling', 'work', '15', 'minutes', 'day', 'do', 'questions', 'baby', ""'s"", 'development']",[25]
26,"['name', 'nurse', 'clinic', 'if', 'baby', 'frequent', 'spitting', 'vomiting', 'makes', 'gagging', 'noises', 'seems', 'uncomfortable', 'may', 'reflux', 'smaller', 'frequent', 'feedings', 'keeping', 'baby', 'upright', 'feeding', 'help', 'is', 'baby', 'isseus', 'feeding']",[26]
27,"['name', 'nurse', 'clinic', 'this', 'week', 'messages', 'stopping', 'please', 'come', 'final', 'visit', 'us', 'baby', '14', 'weeks', 'old', 'let', 'us', 'know', 'difficulty', 'coming', 'we', 'would', 'like', 'know', 'experience', 'us', 'service', 'helpful', 'we', 'look', 'forward', 'seeing']",[27]
28,"['name', 'nurse', 'clinic', 'thank', 'joining', 'us', 'mobile', 'wach', 'neo', 'the', 'messages', 'stop', 'soon', 'though', 'still', 'ask', 'questions', 'has', 'helpful', 'baby']",[28]
29,"['name', 'nurse', 'clinic', 'thank', 'joining', 'us', 'mobile', 'wach', 'neo', 'this', 'last', 'message', 'us', 'please', 'sure', 'come', 'see', 'us', 'last', 'program', 'visit', 'when', 'next', 'visit', 'please', 'let', 'us', 'know', 'schedule', 'come', 'see', 'us']",[29]
30,['nan'],[30]
31,['nan'],[31]
32,['nan'],[32]
33,['nan'],[33]
34,['nan'],[34]
35,['nan'],[35]
36,['nan'],[36]
37,['nan'],[37]
38,['nan'],[38]
39,['nan'],[39]
40,['nan'],[40]
41,['nan'],[41]
42,['nan'],[42]
43,['nan'],[43]
44,['nan'],[44]
45,['nan'],[45]
46,['nan'],[46]
47,['nan'],[47]
48,['nan'],[48]
49,['nan'],[49]
50,['nan'],[50]
51,['nan'],[51]
52,['nan'],[52]
53,['nan'],[53]
54,['nan'],[54]
55,['nan'],[55]
56,['nan'],[56]
57,['nan'],[57]
58,['nan'],[58]
59,['nan'],[59]
60,['nan'],[60]
61,['nan'],[61]
62,['nan'],[62]
63,['nan'],[63]
64,['nan'],[64]
65,"['welcome', 'mobile', 'wach', 'neo', 'good', 'job', 'coming', 'visit', 'you', 'receive', 'weekly', 'sms', 'help', 'support', 'pregnancy', 'first', 'months', 'baby', ""'s"", 'life', 'please', 'sms', 'back', 'tell', 'us', 'questions', 'concerns']",[65]
66,"['name', 'nurse', 'clinic', 'sometimes', 'problems', 'arise', 'labour', 'delivery', 'like', 'bleeding', 'fits', 'require', 'skilled', 'health', 'workers', 'medications', 'equipment', 'treat', 'without', 'treatment', 'mother', 'baby', 'could', 'die', 'therefore', 'safest', 'deliver', 'facility', 'manage', 'problems', 'how', 'arrive', 'facility']",[66]
67,"['name', 'nurse', 'clinic', 'bad', 'swelling', 'hands', 'face', 'bad', 'headache', 'signs', 'problem', 'ask', 'family', 'take', 'clinic', 'see', 'have', 'swelling', 'headaches', 'pregnancy', 'are', 'getting', 'worse']",[67]
68,"['name', 'nurse', 'clinic', 'breastfeeding', 'baby', 'right', 'birth', 'helps', 'milk', 'come', 'the', 'first', 'yellow', 'sticky', 'milk', 'many', 'vitamins', 'cleans', 'stomach', 'milk', 'water', 'baby', 'needs', 'avoid', 'liquids', 'are', 'planning', 'breastfeed']",[68]
69,"['name', 'nurse', 'clinic', 'make', 'sure', 'come', '4', 'times', 'antenatal', 'care', 'we', 'check', 'blood', 'see', 'strong', 'check', 'problems', 'help', 'prepare', 'birth', 'plan', 'the', '4th', 'visit', 'includes', 'checking', 'baby', 'good', 'position', 'do', 'questions', 'concerns', 'are', 'feeling', 'baby', 'move', 'often']",[69]
70,"['name', 'nurse', 'clinic', 'it', 'safest', 'women', 'deliver', 'health', 'facility', 'health', 'workers', 'skills', 'equipment', 'needed', 'help', 'ensure', 'safe', 'delivery', 'healthy', 'baby', 'where', 'plan', 'deliver']",[70]
71,"['name', 'nurse', 'clinic', 'sometimes', 'problems', 'arise', 'labour', 'delivery', 'like', 'bleeding', 'fits', 'require', 'skilled', 'health', 'workers', 'medications', 'equipment', 'treat', 'without', 'treatment', 'mother', 'baby', 'could', 'die', 'therefore', 'safest', 'deliver', 'facility', 'manage', 'problems', 'how', 'arrive', 'facility']",[71]
72,"['name', 'nurse', 'clinic', 'regular', 'strong', 'stomach', 'pains', 'sign', 'labour', 'if', 'feel', 'strong', 'tightening', 'regularly', 'pains', 'leaking', 'fluid', 'bleeding', 'go', 'facility', 'do', 'feel', 'contractions', 'do', 'concerns']",[72]
73,"['name', 'nurse', 'clinic', 'have', 'baby', 'please', 'let', 'us', 'know', 'problems', 'where', 'delivering', 'baby']",[73]
74,"['name', 'nurse', 'clinic', 'have', 'baby', 'we', 'please', 'let', 'us', 'know', 'soon', 'deliver', 'assist', 'baby', 'arrives']",[74]
75,"['name', 'nurse', 'clinic', 'you', 'starting', 'labour', 'soon', 'make', 'sure', 'bring', 'cotton', 'wool', 'clothes', 'baby', 'medications', 'need', 'hospital', 'do', 'questions', 'bring']",[75]
76,"['name', 'nurse', 'clinic', 'have', 'baby', 'we', 'please', 'let', 'us', 'know', 'soon', 'deliver', 'assist', 'baby', 'arrives']",[76]
77,"['name', 'nurse', 'clinic', 'breastfeeding', 'baby', 'immediately', 'birth', 'helps', 'milk', 'come', 'the', 'first', 'yellow', 'sticky', 'milk', 'many', 'vitamins', 'protects', 'baby', 'illness', 'milk', 'water', 'baby', 'needs', 'avoid', 'liquids', 'are', 'planning', 'breastfeed']",[77]
78,"['name', 'nurse', 'clinic', 'have', 'baby', 'we', 'please', 'let', 'us', 'know', 'soon', 'deliver', 'assist', 'baby', 'arrives']",[78]
79,"['name', 'nurse', 'clinic', 'bad', 'swelling', 'hands', 'face', 'bad', 'headache', 'signs', 'problem', 'ask', 'family', 'take', 'clinic', 'see', 'have', 'swelling', 'headaches', 'pregnancy', 'are', 'getting', 'worse']",[79]
80,"['name', 'nurse', 'clinic', 'by', 'two', 'weeks', 'old', 'typical', 'newborn', 'may', 'cry', '2', 'hours', 'day', 'make', 'sure', 'baby', 'hungry', 'tired', 'soiled', 'diaper', 'pay', 'attention', 'soothes', 'baby', 'like', 'singing', 'rocking', 'swaddling', 'sucking', 'does', 'baby', 'cry', '30', 'minutes', 'time', 'are', 'problems']",[80]
81,"['name', 'nurse', 'clinic', 'how', 'baby', 'your', 'baby', '3', 'weeks', 'old', 'have', 'clinic', '2', 'week', 'check']",[81]
82,"['name', 'nurse', 'clinic', 'babies', 'often', 'breath', 'fast', 'problem', 'grunting', 'nose', 'flares', 'wheezing', 'you', 'come', 'clinic', 'notice', 'is', 'baby', 'issues', 'breathing', 'feeding']",[82]
83,"['name', 'nurse', 'clinic', 'newborns', 'sleep', 'lot', 'wo', ""n't"", 'stay', 'asleep', '2-4', 'hours', 'time', 'you', 'may', 'still', 'several', 'times', 'night', 'change', 'feed', 'comfort', 'baby', 'take', 'naps', 'baby', 'try', 'interact', 'baby', 'day', 'keep', 'things', 'dark', 'quiet', 'night', 'how', 'baby', 'sleeping']",[83]
84,"['name', 'nurse', 'clinic', 'how', 'feeling', 'it', 'normal', 'still', 'feel', 'tired', 'pain', 'delivery']",[84]
85,"['name', 'nurse', 'clinic', 'over', 'next', 'weeks', 'send', 'messages', 'help', 'make', 'family', 'planning', 'decisions', 'planning', 'family', 'spacing', 'pregnancy', 'good', 'health', 'are', 'planning', 'another', 'pregnancy', 'future']",[85]
86,"['name', 'nurse', 'clinic', 'the', 'implant', 'family', 'planning', 'it', 'placed', 'arm', 'effective', '3', 'years', 'the', 'implant', 'removed', 'time', 'ask', 'implant', 'family', 'planning', 'visit', 'do', 'questions', 'implant']",[86]
87,"['name', 'nurse', 'clinic', 'the', 'iucd', 'coil', 'effective', 'family', 'planning', 'easy', 'put', 'safe', 'years', 'iucd', 'coil', 'removed', 'time', 'ask', 'coil', 'family', 'planning', 'visit', 'do', 'know', 'anyone', 'coil']",[87]
88,"['name', 'nurse', 'clinic', 'your', 'baby', 'two', 'soft', 'places', 'head', 'fontanelles', 'skull', 'bones', ""n't"", 'yet', 'fused', 'together', 'this', 'nature', ""'s"", 'way', 'allowing', 'head', 'pass', 'birth', 'canal', 'if', 'fontanelle', 'becomes', 'sunken', 'sign', 'dehydration', 'they', 'may', 'also', 'bulge', 'slightly', 'baby', 'crying', 'return', 'normal', 'stop', '–', 'see', 'doctor', 'nurse', 'have', 'noticed']",[88]
89,"['name', 'nurse', 'clinic', 'your', 'baby', 'due', 'polio', 'dpt', 'pneumococcal', 'vaccines', 'has', 'baby', 'received', '6', 'week', 'vaccines', 'clinic']",[89]
90,"['name', 'nurse', 'clinic', 'babies', 'age', 'may', 'smiling', 'even', 'reaching', 'things', 'try', 'putting', 'rattle', 'toy', 'grasp', 'see', 'happens', 'is', 'baby', 'reaching', 'things', 'do', 'concerns']",[90]
91,"['name', 'nurse', 'clinic', 'have', 'used', 'injection', 'family', 'planning', 'it', 'effective', 'works', 'well', 'many', 'women', 'safe', 'breastfeeding', 'some', 'women', 'experience', 'irregular', 'bleeding', 'less', 'frequent', 'frequent', 'periods', 'if', 'want', 'regular', 'predicatable', 'periods', 'may', 'best', 'method']",[91]
92,"['name', 'nurse', 'clinic', 'it', 'best', 'space', 'children', 'think', 'family', 'planning', 'go', 'clinic', 'there', 'many', 'options', 'choice', 'please', 'talk', 'nurse', 'family', 'planning', 'next', 'visit', 'can', 'help', 'advice']",[92]
93,"['name', 'nurse', 'clinic', 'until', 'baby', 'reaches', '3', 'months', 'always', 'bring', 'baby', 'clinic', 'hospital', 'fever', 'appretite', 'seem', 'fatigued', 'try', 'give', 'baby', 'medication', 'without', 'talking', 'nurse', 'have', 'noticed', 'anything', 'concerning', 'week']",[93]
94,"['name', 'nurse', 'clinic', 'when', 'start', 'family', 'planning', 'method', 'sometimes', 'side', 'effects', 'body', 'may', 'take', 'time', 'adjust', 'usually', 'subside', 'within', 'weeks', 'before', 'stop', 'change', 'methods', 'sure', 'talk', 'nurses', 'have', 'chosen', 'method', 'are', 'side', 'effects']",[94]
95,"['name', 'nurse', 'clinic', 'crying', 'distressing', 'parents', 'if', 'baby', 'cries', 'long', 'time', 'especially', 'late', 'afternoon', 'evening', 'may', 'colic', 'try', 'lying', 'baby', 'across', 'lap', 'tummy', 'rub', 'back', 'rocking', 'face', 'across', 'arm', 'let', 'us', 'know', 'exeprience', 'need', 'advice']",[95]
96,"['name', 'nurse', 'clinic', 'irregular', 'bleeding', 'common', 'breastfeeding', 'family', 'planning', 'methods', 'it', 'mean', 'something', 'wrong', 'do', 'concerns', 'bleeding', 'using', 'family', 'planning']",[96]
97,"['name', 'nurse', 'clinic', 'babies', 'normally', 'poo', 'per', 'day', 'go', 'often', 'if', 'baby', 'going', 'less', 'three', 'times', 'per', 'week', 'fussy', 'may', 'need', 'help', 'are', 'concerns']",[97]
98,"['name', 'nurse', 'clinic', 'sometimes', 'new', 'mothers', 'feel', 'sad', 'anxious', 'worried', 'time', 'this', 'happens', 'many', 'women', 'cause', 'crying', 'difficulty', 'sleeping', 'are', 'problems']",[98]
99,"['name', 'nurse', 'clinic', 'family', 'planning', 'methods', 'work', 'differently', 'different', 'women', 'what', 'methods', 'used', 'past', 'did', 'like', 'methods', 'do', 'plan', 'use']",[99]
100,"['name', 'nurse', 'clinic', 'your', 'baby', 'may', 'trying', 'hold', 'head', 'spend', 'minutes', 'day', 'playing', 'lay', 'stomach', 'this', 'help', 'develop', 'muscles', 'need', 'start', 'crawling', 'work', '15', 'minutes', 'day', 'do', 'questions', 'baby', ""'s"", 'development']",[100]
101,"['name', 'nurse', 'clinic', 'if', 'baby', 'frequent', 'spitting', 'vomiting', 'makes', 'gagging', 'noises', 'seems', 'uncomfortable', 'may', 'reflux', 'smaller', 'frequent', 'feedings', 'keeping', 'baby', 'upright', 'feeding', 'help', 'is', 'baby', 'isseus', 'feeding']",[101]
102,"['name', 'nurse', 'clinic', 'this', 'week', 'messages', 'stopping', 'please', 'come', 'final', 'visit', 'us', 'baby', '14', 'weeks', 'old', 'let', 'us', 'know', 'difficulty', 'coming', 'we', 'would', 'like', 'know', 'experience', 'us', 'service', 'helpful', 'we', 'look', 'forward', 'seeing']",[102]
103,"['name', 'nurse', 'clinic', 'thank', 'joining', 'us', 'mobile', 'wach', 'neo', 'the', 'messages', 'stop', 'soon', 'though', 'still', 'ask', 'questions', 'has', 'helpful', 'baby']",[103]
104,"['name', 'nurse', 'clinic', 'thank', 'joining', 'us', 'mobile', 'wach', 'neo', 'this', 'last', 'message', 'us', 'please', 'sure', 'come', 'see', 'us', 'last', 'program', 'visit', 'when', 'next', 'visit', 'please', 'let', 'us', 'know', 'schedule', 'come', 'see', 'us']",[104]
105,['nan'],[105]
106,['nan'],[106]
107,['nan'],[107]
108,['nan'],[108]
109,['nan'],[109]
110,['nan'],[110]
111,['nan'],[111]
112,['nan'],[112]
113,['nan'],[113]
114,['nan'],[114]
115,['nan'],[115]
116,['nan'],[116]
117,['nan'],[117]
118,['nan'],[118]
119,['nan'],[119]
120,['nan'],[120]
121,['nan'],[121]
122,['nan'],[122]
123,['nan'],[123]
124,['nan'],[124]
125,['nan'],[125]
126,['nan'],[126]
127,['nan'],[127]
128,['nan'],[128]
129,['nan'],[129]
130,['nan'],[130]
131,['nan'],[131]
132,['nan'],[132]
133,['nan'],[133]
134,['nan'],[134]
135,['nan'],[135]
136,['nan'],[136]
137,['nan'],[137]
138,['nan'],[138]
139,['nan'],[139]
140,['nan'],[140]
141,['nan'],[141]
142,['nan'],[142]
143,['nan'],[143]
144,['nan'],[144]
145,['nan'],[145]
146,['nan'],[146]
147,['nan'],[147]
148,['nan'],[148]
149,['nan'],[149]
150,['nan'],[150]
151,['nan'],[151]
152,['nan'],[152]
153,['nan'],[153]
154,['nan'],[154]
155,['nan'],[155]
156,['nan'],[156]
157,['nan'],[157]
158,['nan'],[158]
159,['nan'],[159]
160,['nan'],[160]
161,['nan'],[161]
162,['nan'],[162]
163,['nan'],[163]
164,['nan'],[164]
165,['nan'],[165]
166,['nan'],[166]
167,['nan'],[167]
168,['nan'],[168]
169,['nan'],[169]
170,['nan'],[170]
171,['nan'],[171]
172,['nan'],[172]
173,['nan'],[173]
174,['nan'],[174]
175,['nan'],[175]
176,['nan'],[176]
177,['nan'],[177]
178,['nan'],[178]
179,['nan'],[179]
180,['nan'],[180]
181,['nan'],[181]
182,['nan'],[182]
183,['nan'],[183]
184,['nan'],[184]
185,['nan'],[185]
186,['nan'],[186]
187,['nan'],[187]
188,['nan'],[188]
189,['nan'],[189]
190,['nan'],[190]
191,['nan'],[191]
192,['nan'],[192]
193,['nan'],[193]
194,['nan'],[194]
195,['nan'],[195]
196,['nan'],[196]
197,['nan'],[197]
198,"['welcome', 'mobile', 'wach', 'neo', 'good', 'job', 'coming', 'visit', 'you', 'receive', 'weekly', 'sms', 'help', 'support', 'pregnancy', 'first', 'months', 'baby', ""'s"", 'life', 'please', 'sms', 'back', 'tell', 'us', 'questions', 'concerns']",[198]
199,"['name', 'nurse', 'clinic', 'breastfeeding', 'baby', 'right', 'birth', 'helps', 'milk', 'come', 'the', 'first', 'yellow', 'sticky', 'milk', 'many', 'vitamins', 'cleans', 'stomach', 'milk', 'water', 'baby', 'needs', 'avoid', 'liquids', 'are', 'planning', 'breastfeed']",[199]
200,"['name', 'nurse', 'clinic', 'make', 'sure', 'come', '4', 'times', 'antenatal', 'care', 'we', 'check', 'blood', 'see', 'strong', 'check', 'problems', 'help', 'prepare', 'birth', 'plan', 'the', '4th', 'visit', 'includes', 'checking', 'baby', 'good', 'position', 'do', 'questions', 'concerns', 'are', 'feeling', 'baby', 'move', 'often']",[200]
201,"['name', 'nurse', 'clinic', 'it', 'safest', 'women', 'deliver', 'health', 'facility', 'health', 'workers', 'skills', 'equipment', 'needed', 'help', 'ensure', 'safe', 'delivery', 'healthy', 'baby', 'where', 'plan', 'deliver']",[201]
202,"['name', 'nurse', 'clinic', 'sometimes', 'problems', 'arise', 'labour', 'delivery', 'like', 'bleeding', 'fits', 'require', 'skilled', 'health', 'workers', 'medications', 'equipment', 'treat', 'without', 'treatment', 'mother', 'baby', 'could', 'die', 'therefore', 'safest', 'deliver', 'facility', 'manage', 'problems', 'how', 'arrive', 'facility']",[202]
203,"['name', 'nurse', 'clinic', 'regular', 'strong', 'stomach', 'pains', 'sign', 'labour', 'if', 'feel', 'strong', 'tightening', 'regularly', 'pains', 'leaking', 'fluid', 'bleeding', 'go', 'facility', 'do', 'feel', 'contractions', 'do', 'concerns']",[203]
204,"['name', 'nurse', 'clinic', 'have', 'baby', 'please', 'let', 'us', 'know', 'problems', 'where', 'delivering', 'baby']",[204]
205,"['name', 'nurse', 'clinic', 'have', 'baby', 'we', 'please', 'let', 'us', 'know', 'soon', 'deliver', 'assist', 'baby', 'arrives']",[205]
206,"['name', 'nurse', 'clinic', 'you', 'starting', 'labour', 'soon', 'make', 'sure', 'bring', 'cotton', 'wool', 'clothes', 'baby', 'medications', 'need', 'hospital', 'do', 'questions', 'bring']",[206]
207,"['name', 'nurse', 'clinic', 'have', 'baby', 'we', 'please', 'let', 'us', 'know', 'soon', 'deliver', 'assist', 'baby', 'arrives']",[207]
208,"['name', 'nurse', 'clinic', 'breastfeeding', 'baby', 'immediately', 'birth', 'helps', 'milk', 'come', 'the', 'first', 'yellow', 'sticky', 'milk', 'many', 'vitamins', 'protects', 'baby', 'illness', 'milk', 'water', 'baby', 'needs', 'avoid', 'liquids', 'are', 'planning', 'breastfeed']",[208]
209,"['name', 'nurse', 'clinic', 'have', 'baby', 'we', 'please', 'let', 'us', 'know', 'soon', 'deliver', 'assist', 'baby', 'arrives']",[209]
210,"['name', 'nurse', 'clinic', 'how', 'feeling', 'breast', 'milk', 'best', 'food', 'baby', 'provides', 'food', 'fluid', 'baby', 'needs', 'it', 'protects', 'infant', 'infections', 'a', 'baby', 'breastfed', 'least', '8', 'times', 'day', 'first', 'month', 'how', 'breastfeeding', 'going', 'baby']",[210]
211,"['name', 'nurse', 'clinic', 'babies', 'often', 'breath', 'faster', 'older', 'children', 'fast', 'sign', 'infection', 'the', 'baby', 'breath', 'less', '60', 'times', 'per', 'minute', 'if', 'worried', 'baby', ""'s"", 'breathing', 'try', 'count', 'number', 'breaths', 'one', 'minute', 'have', 'noticed', 'problems', 'baby', ""'s"", 'breathing']",[211]
212,"['name', 'nurse', 'clinic', 'babies', 'sleep', 'time', 'when', 'baby', 'awake', 'move', 'arms', 'legs', 'turn', 'head', 'if', 'baby', ""n't"", 'move', 'awake', 'try', 'stimulating', 'baby', 'tapping', 'foot', 'if', 'baby', 'moves', 'stops', 'danger', 'sign', 'baby', 'well', 'or', 'baby', ""n't"", 'move', 'danger', 'sign', 'is', 'baby', 'moving', 'awake']",[212]
213,"['name', 'nurse', 'clinic', 'how', 'baby', 'have', 'noted', 'convulsions', 'fits', 'baby']",[213]
214,"['name', 'nurse', 'clinic', 'the', 'umbilical', 'cord', 'stump', 'dry', 'fall', '1-3', 'weeks', 'there', 'may', 'little', 'bleeding', 'if', 'area', 'painful', 'red', 'smelly', 'discharge', 'please', 'come', 'clinic', 'is', 'area', 'healing', 'well']",[214]
215,"['name', 'nurse', 'clinic', 'enjoy', 'getting', 'know', 'baby', 'talk', 'learn', 'signals', 'sleepy', 'hungry', 'some', 'babies', 'hungry', 'cry', 'others', 'suck', 'hands', 'smack', 'lips', 'turn', 'head', 'look', 'breast', 'bottle', 'have', 'noticed', 'pattern', 'baby']",[215]
216,"['name', 'nurse', 'clinic', 'by', 'two', 'weeks', 'old', 'typical', 'newborn', 'may', 'cry', '2', 'hours', 'day', 'make', 'sure', 'baby', 'hungry', 'tired', 'soiled', 'diaper', 'pay', 'attention', 'soothes', 'baby', 'like', 'singing', 'rocking', 'swaddling', 'sucking', 'does', 'baby', 'cry', '30', 'minutes', 'time', 'are', 'problems']",[216]
217,"['name', 'nurse', 'clinic', 'how', 'baby', 'your', 'baby', '3', 'weeks', 'old', 'have', 'clinic', '2', 'week', 'check']",[217]
218,"['name', 'nurse', 'clinic', 'babies', 'often', 'breath', 'fast', 'problem', 'grunting', 'nose', 'flares', 'wheezing', 'you', 'come', 'clinic', 'notice', 'is', 'baby', 'issues', 'breathing', 'feeding']",[218]
219,"['name', 'nurse', 'clinic', 'newborns', 'sleep', 'lot', 'wo', ""n't"", 'stay', 'asleep', '2-4', 'hours', 'time', 'you', 'may', 'still', 'several', 'times', 'night', 'change', 'feed', 'comfort', 'baby', 'take', 'naps', 'baby', 'try', 'interact', 'baby', 'day', 'keep', 'things', 'dark', 'quiet', 'night', 'how', 'baby', 'sleeping']",[219]
220,"['name', 'nurse', 'clinic', 'how', 'feeling', 'it', 'normal', 'still', 'feel', 'tired', 'pain', 'delivery']",[220]
221,"['name', 'nurse', 'clinic', 'over', 'next', 'weeks', 'send', 'messages', 'help', 'make', 'family', 'planning', 'decisions', 'planning', 'family', 'spacing', 'pregnancy', 'good', 'health', 'are', 'planning', 'another', 'pregnancy', 'future']",[221]
